supplementary_table_section	SYMBOL_UPPER	SYMBOL	ENTREZID	ARRAY_ID	ID_REF	median_expression
S3D_gene_probe_choice_for_projection	LPIN2	LPIN2	9663	510224	ILMN_1670028	355.2952
S3D_gene_probe_choice_for_projection	LPIN3	LPIN3	64900	2760035	ILMN_3214117	14.96929
S3D_gene_probe_choice_for_projection	LPL	LPL	4023	5560674	ILMN_1786444	13.55404
S3D_gene_probe_choice_for_projection	LPO	LPO	4025	5290754	ILMN_1670767	1.848673
S3D_gene_probe_choice_for_projection	LPP	LPP	4026	6350711	ILMN_1651254	1900.367
S3D_gene_probe_choice_for_projection	LPXN	LPXN	9404	2350091	ILMN_1742789	2114.074
S3D_gene_probe_choice_for_projection	LRAT	LRAT	9227	610274	ILMN_1673491	10.91986
S3D_gene_probe_choice_for_projection	LRATD1	LRATD1	151354	4230768	ILMN_1720390	23.56851
S3D_gene_probe_choice_for_projection	LRATD2	LRATD2	157638	60014	ILMN_1670807	63.60447
S3D_gene_probe_choice_for_projection	LRBA	LRBA	987	6020291	ILMN_2153373	145.1964
S3D_gene_probe_choice_for_projection	LRCH1	LRCH1	23143	7610364	ILMN_2199614	10.64504
S3D_gene_probe_choice_for_projection	LRCH2	LRCH2	57631	4730731	ILMN_1720606	2.633111
S3D_gene_probe_choice_for_projection	LRCH3	LRCH3	84859	7210059	ILMN_1757336	134.8797
S3D_gene_probe_choice_for_projection	LRCH4	LRCH4	4034	1510020	ILMN_2157075	1190.497
S3D_gene_probe_choice_for_projection	LRCOL1	LRCOL1	100507055	830301	ILMN_3296272	-7.025031
S3D_gene_probe_choice_for_projection	LRFN1	LRFN1	57622	5050703	ILMN_3247653	35.36336
S3D_gene_probe_choice_for_projection	LRFN2	LRFN2	57497	1740092	ILMN_1758924	-2.978605
S3D_gene_probe_choice_for_projection	LRFN3	LRFN3	79414	3840288	ILMN_2103919	171.6719
S3D_gene_probe_choice_for_projection	LRFN4	LRFN4	78999	4490044	ILMN_1809417	24.22943
S3D_gene_probe_choice_for_projection	LRFN5	LRFN5	145581	520673	ILMN_2139125	11.63684
S3D_gene_probe_choice_for_projection	LRG1	LRG1	116844	6660162	ILMN_1805228	1066.263
S3D_gene_probe_choice_for_projection	LRGUK	LRGUK	136332	1580554	ILMN_1681720	3.842085
S3D_gene_probe_choice_for_projection	LRIF1	LRIF1	55791	4610154	ILMN_1756811	47.2388
S3D_gene_probe_choice_for_projection	LRIG1	LRIG1	26018	5090408	ILMN_2128795	186.9258
S3D_gene_probe_choice_for_projection	LRIG2	LRIG2	9860	5700541	ILMN_1654099	53.33574
S3D_gene_probe_choice_for_projection	LRIG3	LRIG3	121227	4540630	ILMN_2075757	-12.21988
S3D_gene_probe_choice_for_projection	LRIT1	LRIT1	26103	1980148	ILMN_1684339	6.231178
S3D_gene_probe_choice_for_projection	LRIT2	LRIT2	340745	3420438	ILMN_2115677	-9.034949
S3D_gene_probe_choice_for_projection	LRIT3	LRIT3	345193	4900241	ILMN_1672255	-0.9484519
S3D_gene_probe_choice_for_projection	LRMDA	LRMDA	83938	650743	ILMN_1783247	73.55354
S3D_gene_probe_choice_for_projection	LRP1	LRP1	4035	2710286	ILMN_1669772	20.33055
S3D_gene_probe_choice_for_projection	LRP10	LRP10	26020	4760349	ILMN_1670272	3493.114
S3D_gene_probe_choice_for_projection	LRP11	LRP11	84918	240615	ILMN_1676197	6.208405
S3D_gene_probe_choice_for_projection	LRP12	LRP12	29967	2650497	ILMN_2092441	5.261582
S3D_gene_probe_choice_for_projection	LRP1B	LRP1B	53353	3120528	ILMN_1696587	1.639784
S3D_gene_probe_choice_for_projection	LRP2	LRP2	4036	3120730	ILMN_1723443	1.733102
S3D_gene_probe_choice_for_projection	LRP2BP	LRP2BP	55805	1110288	ILMN_1792057	10.03035
S3D_gene_probe_choice_for_projection	LRP3	LRP3	4037	730458	ILMN_2127605	144.1372
S3D_gene_probe_choice_for_projection	LRP4	LRP4	4038	1980609	ILMN_1675268	-0.422387
S3D_gene_probe_choice_for_projection	LRP5	LRP5	4041	630066	ILMN_1702775	24.83738
S3D_gene_probe_choice_for_projection	LRP5L	LRP5L	91355	540403	ILMN_1718633	183.8571
S3D_gene_probe_choice_for_projection	LRP6	LRP6	4040	2810180	ILMN_1732913	10.31942
S3D_gene_probe_choice_for_projection	LRP8	LRP8	7804	4780411	ILMN_1677765	55.28399
S3D_gene_probe_choice_for_projection	LRPAP1	LRPAP1	4043	2650521	ILMN_1660341	272.7318
S3D_gene_probe_choice_for_projection	LRPPRC	LRPPRC	10128	6380064	ILMN_1662417	135.4459
S3D_gene_probe_choice_for_projection	LRR1	LRR1	122769	10253	ILMN_1715616	175.0479
S3D_gene_probe_choice_for_projection	LRRC1	LRRC1	55227	4220347	ILMN_1755383	39.75811
S3D_gene_probe_choice_for_projection	LRRC10	LRRC10	376132	5340273	ILMN_1754558	17.87968
S3D_gene_probe_choice_for_projection	LRRC10B	LRRC10B	390205	3440632	ILMN_1754441	8.953145
S3D_gene_probe_choice_for_projection	LRRC14	LRRC14	9684	2810687	ILMN_1678998	137.4949
S3D_gene_probe_choice_for_projection	LRRC14B	LRRC14B	389257	6280484	ILMN_2241252	-13.38225
S3D_gene_probe_choice_for_projection	LRRC15	LRRC15	131578	2640195	ILMN_1709717	17.90103
S3D_gene_probe_choice_for_projection	LRRC17	LRRC17	10234	6110746	ILMN_2406815	8.129567
S3D_gene_probe_choice_for_projection	LRRC18	LRRC18	474354	2900221	ILMN_1756683	7.878945
S3D_gene_probe_choice_for_projection	LRRC19	LRRC19	64922	4490041	ILMN_1689710	0.452851
S3D_gene_probe_choice_for_projection	LRRC2	LRRC2	79442	1770273	ILMN_1730678	7235.671
S3D_gene_probe_choice_for_projection	LRRC20	LRRC20	55222	6620379	ILMN_1690523	50.85874
S3D_gene_probe_choice_for_projection	LRRC23	LRRC23	10233	10523	ILMN_2314244	18.12793
S3D_gene_probe_choice_for_projection	LRRC24	LRRC24	441381	3140301	ILMN_1762290	2.377992
S3D_gene_probe_choice_for_projection	LRRC25	LRRC25	126364	5310397	ILMN_2150196	820.4243
S3D_gene_probe_choice_for_projection	LRRC26	LRRC26	389816	7150270	ILMN_1680757	97.2569
S3D_gene_probe_choice_for_projection	LRRC27	LRRC27	80313	1010131	ILMN_1794240	3.63803
S3D_gene_probe_choice_for_projection	LRRC28	LRRC28	123355	3140537	ILMN_1794968	186.9129
S3D_gene_probe_choice_for_projection	LRRC3	LRRC3	81543	1010600	ILMN_1795055	22.08207
S3D_gene_probe_choice_for_projection	LRRC30	LRRC30	339291	1260561	ILMN_1664253	10.27339
S3D_gene_probe_choice_for_projection	LRRC31	LRRC31	79782	5310328	ILMN_1803528	-11.80057
S3D_gene_probe_choice_for_projection	LRRC32	LRRC32	2615	1400592	ILMN_2129161	4.444774
S3D_gene_probe_choice_for_projection	LRRC34	LRRC34	151827	5290519	ILMN_1753568	2.08923
S3D_gene_probe_choice_for_projection	LRRC36	LRRC36	55282	3830128	ILMN_1774389	-3.008211
S3D_gene_probe_choice_for_projection	LRRC37A	LRRC37A	9884	3520672	ILMN_1783673	75.8076
S3D_gene_probe_choice_for_projection	LRRC37A11P	LRRC37A11P	342666	7160646	ILMN_1676321	-1.374707
S3D_gene_probe_choice_for_projection	LRRC37A2	LRRC37A2	474170	3520672	ILMN_1783673	75.8076
S3D_gene_probe_choice_for_projection	LRRC37A3	LRRC37A3	374819	1980438	ILMN_1784578	-4.145161
S3D_gene_probe_choice_for_projection	LRRC37A4P	LRRC37A4P	55073	1990041	ILMN_2393693	85.61023
S3D_gene_probe_choice_for_projection	LRRC37A5P	LRRC37A5P	652972	2630091	ILMN_1755698	11.01693
S3D_gene_probe_choice_for_projection	LRRC37A6P	LRRC37A6P	387646	2510468	ILMN_1786771	-2.061001
S3D_gene_probe_choice_for_projection	LRRC37B	LRRC37B	114659	4200523	ILMN_1777895	537.5138
S3D_gene_probe_choice_for_projection	LRRC37BP1	LRRC37BP1	147172	60292	ILMN_3245600	7116.645
S3D_gene_probe_choice_for_projection	LRRC38	LRRC38	126755	1990014	ILMN_1803801	13.78781
S3D_gene_probe_choice_for_projection	LRRC39	LRRC39	127495	5490050	ILMN_1719309	2.11771
S3D_gene_probe_choice_for_projection	LRRC3B	LRRC3B	116135	3890044	ILMN_1708861	-3.327283
S3D_gene_probe_choice_for_projection	LRRC3C	LRRC3C	100505591	2940397	ILMN_3284069	9.729703
S3D_gene_probe_choice_for_projection	LRRC4	LRRC4	64101	6550561	ILMN_1794846	-6.053946
S3D_gene_probe_choice_for_projection	LRRC40	LRRC40	55631	5220072	ILMN_1732509	26.4045
S3D_gene_probe_choice_for_projection	LRRC41	LRRC41	10489	6590088	ILMN_1712755	318.8351
S3D_gene_probe_choice_for_projection	LRRC42	LRRC42	115353	5570524	ILMN_1688479	140.5825
S3D_gene_probe_choice_for_projection	LRRC43	LRRC43	254050	610735	ILMN_2133125	8.831168
S3D_gene_probe_choice_for_projection	LRRC45	LRRC45	201255	1500048	ILMN_2275803	77.06183
S3D_gene_probe_choice_for_projection	LRRC46	LRRC46	90506	6960204	ILMN_1768818	6.664194
S3D_gene_probe_choice_for_projection	LRRC47	LRRC47	57470	2000132	ILMN_1668484	341.3662
S3D_gene_probe_choice_for_projection	LRRC49	LRRC49	54839	7380445	ILMN_1763941	-9.288029
S3D_gene_probe_choice_for_projection	LRRC4B	LRRC4B	94030	2760445	ILMN_2297196	6.407231
S3D_gene_probe_choice_for_projection	LRRC4C	LRRC4C	57689	2940189	ILMN_1663037	-1.041312
S3D_gene_probe_choice_for_projection	LRRC52	LRRC52	440699	4540082	ILMN_1712454	-5.292934
S3D_gene_probe_choice_for_projection	LRRC55	LRRC55	219527	4120672	ILMN_1796950	-14.29439
S3D_gene_probe_choice_for_projection	LRRC56	LRRC56	115399	870669	ILMN_1759772	31.37765
S3D_gene_probe_choice_for_projection	LRRC57	LRRC57	255252	6760026	ILMN_1777106	76.6302
S3D_gene_probe_choice_for_projection	LRRC58	LRRC58	116064	1690161	ILMN_3251467	91.40731
S3D_gene_probe_choice_for_projection	LRRC59	LRRC59	55379	5910411	ILMN_1786259	14.67998
S3D_gene_probe_choice_for_projection	LRRC61	LRRC61	65999	3830047	ILMN_1669722	28.29714
S3D_gene_probe_choice_for_projection	LRRC66	LRRC66	339977	3130497	ILMN_1808537	-5.633648
S3D_gene_probe_choice_for_projection	LRRC69	LRRC69	100130742	1510647	ILMN_1701020	-0.1252458
S3D_gene_probe_choice_for_projection	LRRC7	LRRC7	57554	6370168	ILMN_1810593	-0.6154372
S3D_gene_probe_choice_for_projection	LRRC70	LRRC70	100130733	7570347	ILMN_3238216	-10.8006
S3D_gene_probe_choice_for_projection	LRRC71	LRRC71	149499	5820053	ILMN_1681923	10.68638
S3D_gene_probe_choice_for_projection	LRRC72	LRRC72	100506049	780121	ILMN_3256748	7.039773
S3D_gene_probe_choice_for_projection	LRRC73	LRRC73	221424	1190239	ILMN_1691668	4.392593
S3D_gene_probe_choice_for_projection	LRRC74A	LRRC74A	145497	6480717	ILMN_1784464	11.74448
S3D_gene_probe_choice_for_projection	LRRC74B	LRRC74B	400891	4590731	ILMN_1684704	-1.442266
S3D_gene_probe_choice_for_projection	LRRC75A	LRRC75A	388341	3190600	ILMN_2221784	29.23814
S3D_gene_probe_choice_for_projection	LRRC75B	LRRC75B	388886	7160156	ILMN_1737255	-9.501717
S3D_gene_probe_choice_for_projection	LRRC77P	LRRC77P	646168	2710273	ILMN_1673713	6.021993
S3D_gene_probe_choice_for_projection	LRRC8A	LRRC8A	56262	5890364	ILMN_1739840	78.86365
S3D_gene_probe_choice_for_projection	LRRC8B	LRRC8B	23507	4890324	ILMN_1838313	262.1784
S3D_gene_probe_choice_for_projection	LRRC8C	LRRC8C	84230	50201	ILMN_2094396	70.23566
S3D_gene_probe_choice_for_projection	LRRC8C-DT	LRRC8C-DT	400761	5870196	ILMN_1720004	45.50752
S3D_gene_probe_choice_for_projection	LRRC8D	LRRC8D	55144	2650100	ILMN_1763409	145.8475
S3D_gene_probe_choice_for_projection	LRRC8E	LRRC8E	80131	5490164	ILMN_1669052	11.87835
S3D_gene_probe_choice_for_projection	LRRCC1	LRRCC1	85444	1500681	ILMN_2384807	67.13685
S3D_gene_probe_choice_for_projection	LRRD1	LRRD1	401387	4230114	ILMN_3190226	-10.57576
S3D_gene_probe_choice_for_projection	LRRFIP1	LRRFIP1	9208	3400754	ILMN_2214997	2821.078
S3D_gene_probe_choice_for_projection	LRRFIP2	LRRFIP2	9209	4150438	ILMN_1707156	351.4274
S3D_gene_probe_choice_for_projection	LRRIQ1	LRRIQ1	84125	1940543	ILMN_1655955	-17.29012
S3D_gene_probe_choice_for_projection	LRRIQ3	LRRIQ3	127255	5890709	ILMN_3241661	-2.450902
S3D_gene_probe_choice_for_projection	LRRIQ4	LRRIQ4	344657	5960435	ILMN_2233513	-11.42229
S3D_gene_probe_choice_for_projection	LRRK1	LRRK1	79705	510551	ILMN_1696004	36.5822
S3D_gene_probe_choice_for_projection	LRRK2	LRRK2	120892	3520291	ILMN_1776649	295.0971
S3D_gene_probe_choice_for_projection	LRRN1	LRRN1	57633	3870161	ILMN_1720511	39.06197
S3D_gene_probe_choice_for_projection	LRRN2	LRRN2	10446	3990349	ILMN_1781841	15.35567
S3D_gene_probe_choice_for_projection	LRRN3	LRRN3	54674	2230538	ILMN_1773650	821.2985
S3D_gene_probe_choice_for_projection	LRRN4	LRRN4	164312	4810398	ILMN_1764885	5.064574
S3D_gene_probe_choice_for_projection	LRRN4CL	LRRN4CL	221091	6040670	ILMN_2061419	575.2144
S3D_gene_probe_choice_for_projection	LRRTM1	LRRTM1	347730	4200129	ILMN_2179029	-9.683681
S3D_gene_probe_choice_for_projection	LRRTM2	LRRTM2	26045	7150717	ILMN_1748245	-8.115232
S3D_gene_probe_choice_for_projection	LRRTM3	LRRTM3	347731	6380332	ILMN_1751861	2.783333
S3D_gene_probe_choice_for_projection	LRRTM4	LRRTM4	80059	3060131	ILMN_1685472	-1.434767
S3D_gene_probe_choice_for_projection	LRSAM1	LRSAM1	90678	3190437	ILMN_1811102	330.1641
S3D_gene_probe_choice_for_projection	LRTM1	LRTM1	57408	7000600	ILMN_1800302	-0.7971169
S3D_gene_probe_choice_for_projection	LRTM2	LRTM2	654429	2030725	ILMN_2190676	-3.511342
S3D_gene_probe_choice_for_projection	LRTOMT	LRTOMT	220074	1300437	ILMN_3237645	28.79364
S3D_gene_probe_choice_for_projection	LRWD1	LRWD1	222229	7100546	ILMN_1682368	297.7596
S3D_gene_probe_choice_for_projection	LSAMP	LSAMP	4045	780435	ILMN_1739154	30.97956
S3D_gene_probe_choice_for_projection	LSG1	LSG1	55341	6660619	ILMN_1705746	72.13544
S3D_gene_probe_choice_for_projection	LSM1	LSM1	27257	6590196	ILMN_2218450	1151.272
S3D_gene_probe_choice_for_projection	LSM10	LSM10	84967	160255	ILMN_1751803	781.8506
S3D_gene_probe_choice_for_projection	LSM11	LSM11	134353	940221	ILMN_1702698	42.01194
S3D_gene_probe_choice_for_projection	LSM12	LSM12	124801	2750709	ILMN_2092693	302.6543
S3D_gene_probe_choice_for_projection	LSM14A	LSM14A	26065	2340328	ILMN_2079803	1345.722
S3D_gene_probe_choice_for_projection	LSM14B	LSM14B	149986	2360754	ILMN_1777725	33.24048
S3D_gene_probe_choice_for_projection	LSM2	LSM2	57819	4540349	ILMN_2070300	2499.983
S3D_gene_probe_choice_for_projection	LSM3	LSM3	27258	5550328	ILMN_3275590	252.6976
S3D_gene_probe_choice_for_projection	LSM4	LSM4	25804	3840594	ILMN_1788099	622.2297
S3D_gene_probe_choice_for_projection	LSM5	LSM5	23658	1940164	ILMN_1737947	599.04
S3D_gene_probe_choice_for_projection	LSM6	LSM6	11157	5550070	ILMN_1675462	110.2512
S3D_gene_probe_choice_for_projection	LSM7	LSM7	51690	5670315	ILMN_1678165	783.4844
S3D_gene_probe_choice_for_projection	LSM8	LSM8	51691	770593	ILMN_1805590	21.50556
S3D_gene_probe_choice_for_projection	LSMEM1	LSMEM1	286006	5390497	ILMN_1804895	36.77557
S3D_gene_probe_choice_for_projection	LSMEM2	LSMEM2	132228	1440152	ILMN_1775136	0.2937397
S3D_gene_probe_choice_for_projection	LSP1	LSP1	4046	4180068	ILMN_1654778	440.4673
S3D_gene_probe_choice_for_projection	LSP1P3	LSP1P3	729862	1820239	ILMN_3291287	8.012011
S3D_gene_probe_choice_for_projection	LSP1P4	LSP1P4	654342	730632	ILMN_2355225	300.3276
S3D_gene_probe_choice_for_projection	LSP1P5	LSP1P5	645166	730632	ILMN_2355225	300.3276
S3D_gene_probe_choice_for_projection	LSR	LSR	51599	6860095	ILMN_1749396	27.91947
S3D_gene_probe_choice_for_projection	LSS	LSS	4047	6450154	ILMN_1715024	106.8814
S3D_gene_probe_choice_for_projection	LST1	LST1	7940	650112	ILMN_1718936	1762.486
S3D_gene_probe_choice_for_projection	LTA	LTA	4049	1030743	ILMN_1795464	371.8179
S3D_gene_probe_choice_for_projection	LTA4H	LTA4H	4048	1430524	ILMN_1690342	3876.058
S3D_gene_probe_choice_for_projection	LTB	LTB	4050	5310053	ILMN_2376205	10238.68
S3D_gene_probe_choice_for_projection	LTB4R	LTB4R	1241	4250136	ILMN_1747251	311.6449
S3D_gene_probe_choice_for_projection	LTB4R2	LTB4R2	56413	3890424	ILMN_1775359	-1.150851
S3D_gene_probe_choice_for_projection	LTBP1	LTBP1	4052	4150446	ILMN_1785402	9.631036
S3D_gene_probe_choice_for_projection	LTBP2	LTBP2	4053	1940692	ILMN_3248591	26.81784
S3D_gene_probe_choice_for_projection	LTBP3	LTBP3	4054	3520093	ILMN_1805395	146.99
S3D_gene_probe_choice_for_projection	LTBP4	LTBP4	8425	4290315	ILMN_1665219	85.99174
S3D_gene_probe_choice_for_projection	LTBR	LTBR	4055	4640064	ILMN_1667476	654.5607
S3D_gene_probe_choice_for_projection	LTC4S	LTC4S	4056	1230286	ILMN_1668247	-6.800037
S3D_gene_probe_choice_for_projection	LTF	LTF	4057	5550367	ILMN_1677920	46.51624
S3D_gene_probe_choice_for_projection	LTK	LTK	4058	1440386	ILMN_1799871	14.90048
S3D_gene_probe_choice_for_projection	LTN1	LTN1	26046	5050240	ILMN_1760360	205.8158
S3D_gene_probe_choice_for_projection	LTO1	LTO1	220064	4880053	ILMN_1762549	136.6746
S3D_gene_probe_choice_for_projection	LTV1	LTV1	84946	1230296	ILMN_1805658	381.1399
S3D_gene_probe_choice_for_projection	LUC7L	LUC7L	55692	3610100	ILMN_1765371	145.9056
S3D_gene_probe_choice_for_projection	LUC7L2	LUC7L2	51631	1340703	ILMN_1747099	47.14344
S3D_gene_probe_choice_for_projection	LUC7L3	LUC7L3	51747	5900129	ILMN_2299072	257.4596
S3D_gene_probe_choice_for_projection	LUM	LUM	4060	2490364	ILMN_1790529	-3.167928
S3D_gene_probe_choice_for_projection	LURAP1	LURAP1	541468	6250619	ILMN_1742738	6.497123
S3D_gene_probe_choice_for_projection	LURAP1L	LURAP1L	286343	2600379	ILMN_1701361	-4.646214
S3D_gene_probe_choice_for_projection	LUZP1	LUZP1	7798	3870484	ILMN_1714159	174.3505
S3D_gene_probe_choice_for_projection	LUZP2	LUZP2	338645	4120692	ILMN_1727101	10.62712
S3D_gene_probe_choice_for_projection	LUZP4	LUZP4	51213	4200630	ILMN_1783905	-13.5857
S3D_gene_probe_choice_for_projection	LUZP6	LUZP6	767558	4210128	ILMN_2180682	3731.016
S3D_gene_probe_choice_for_projection	LVRN	LVRN	206338	6400754	ILMN_1810159	1.863992
S3D_gene_probe_choice_for_projection	LXN	LXN	56925	60670	ILMN_1723962	206.8433
S3D_gene_probe_choice_for_projection	LY6D	LY6D	8581	5270246	ILMN_1814270	-13.92013
S3D_gene_probe_choice_for_projection	LY6E	LY6E	4061	4890270	ILMN_1695404	5065.635
S3D_gene_probe_choice_for_projection	LY6E-DT	LY6E-DT	100133669	6280315	ILMN_3203238	18.17611
S3D_gene_probe_choice_for_projection	LY6G5B	LY6G5B	58496	5080747	ILMN_1785527	-9.314435
S3D_gene_probe_choice_for_projection	LY6G5C	LY6G5C	80741	3520647	ILMN_1763467	42.48489
S3D_gene_probe_choice_for_projection	LY6G6C	LY6G6C	80740	1690685	ILMN_1669352	6.644197
S3D_gene_probe_choice_for_projection	LY6G6D	LY6G6D	58530	4490544	ILMN_1696295	-6.330543
S3D_gene_probe_choice_for_projection	LY6G6E	LY6G6E	79136	4200164	ILMN_1696567	2.911357
S3D_gene_probe_choice_for_projection	LY6G6F	LY6G6F	259215	1300431	ILMN_1783158	88.42799
S3D_gene_probe_choice_for_projection	LY6H	LY6H	4062	3990561	ILMN_2237252	9.23656
S3D_gene_probe_choice_for_projection	LY6K	LY6K	54742	1340390	ILMN_1738646	-0.4363247
S3D_gene_probe_choice_for_projection	LY6S-AS1	LY6S-AS1	286122	2450142	ILMN_1790751	12.27466
S3D_gene_probe_choice_for_projection	LY75	LY75	4065	430215	ILMN_1757011	12.8406
S3D_gene_probe_choice_for_projection	LY75-CD302	LY75-CD302	100526664	4640630	ILMN_1716797	344.4102
S3D_gene_probe_choice_for_projection	LY86	LY86	9450	6840408	ILMN_1807825	1222.799
S3D_gene_probe_choice_for_projection	LY9	LY9	4063	3170703	ILMN_1812278	323.5201
S3D_gene_probe_choice_for_projection	LY96	LY96	23643	70167	ILMN_1724533	789.4733
S3D_gene_probe_choice_for_projection	LYAR	LYAR	55646	5310369	ILMN_2221564	583.8571
S3D_gene_probe_choice_for_projection	LYG1	LYG1	129530	6200070	ILMN_1791838	27.29937
S3D_gene_probe_choice_for_projection	LYG2	LYG2	254773	1570379	ILMN_1691606	-2.815426
S3D_gene_probe_choice_for_projection	LYL1	LYL1	4066	3190288	ILMN_2216582	4902.727
S3D_gene_probe_choice_for_projection	LYN	LYN	4067	7320551	ILMN_1781155	11314.41
S3D_gene_probe_choice_for_projection	LYNX1	LYNX1	66004	7320487	ILMN_1716278	-0.726285
S3D_gene_probe_choice_for_projection	LYPD1	LYPD1	116372	6290341	ILMN_2388397	24.44356
S3D_gene_probe_choice_for_projection	LYPD2	LYPD2	137797	7000408	ILMN_1724266	23.00208
S3D_gene_probe_choice_for_projection	LYPD3	LYPD3	27076	2470524	ILMN_1739605	36.44274
S3D_gene_probe_choice_for_projection	LYPD4	LYPD4	147719	2340609	ILMN_1809905	9.883824
S3D_gene_probe_choice_for_projection	LYPD5	LYPD5	284348	6480554	ILMN_1718033	9.19858
S3D_gene_probe_choice_for_projection	LYPD6	LYPD6	130574	6840220	ILMN_1776724	10.66142
S3D_gene_probe_choice_for_projection	LYPD6B	LYPD6B	130576	3190121	ILMN_1693119	10.42422
S3D_gene_probe_choice_for_projection	LYPD8	LYPD8	646627	5270767	ILMN_1773455	2.013298
S3D_gene_probe_choice_for_projection	LYPLA1	LYPLA1	10434	70300	ILMN_1666713	252.7749
S3D_gene_probe_choice_for_projection	LYPLA2	LYPLA2	11313	6480088	ILMN_1764628	112.4936
S3D_gene_probe_choice_for_projection	LYPLAL1	LYPLAL1	127018	4730224	ILMN_2142117	373.9794
S3D_gene_probe_choice_for_projection	LYRM1	LYRM1	57149	6550315	ILMN_1749244	1173.294
S3D_gene_probe_choice_for_projection	LYRM2	LYRM2	57226	3440014	ILMN_1703132	268.0139
S3D_gene_probe_choice_for_projection	LYRM4	LYRM4	57128	1240487	ILMN_1740927	101.4156
S3D_gene_probe_choice_for_projection	LYRM7	LYRM7	90624	3850445	ILMN_3238623	376.3792
S3D_gene_probe_choice_for_projection	LYRM9	LYRM9	201229	6400577	ILMN_1667298	33.42248
S3D_gene_probe_choice_for_projection	LYSET	LYSET	26175	4210553	ILMN_3193306	464.3294
